time (sec),channel CH1 (V),channel CH2 (V)
4.173,9.6,-6.72
4.1731,9.6,-6.72
4.1732,9.6,-6.72
4.1733,9.6,-6.72
4.1734,9.68,-6.72
4.1735,9.6,-6.72
4.1736,9.6,-6.72
4.1737,9.6,-6.72
4.1738,9.68,-6.72
4.1739,9.6,-6.72
4.174,9.6,-6.72
4.1741,9.68,-6.72
4.1742,9.68,-6.72
4.1743,9.6,-6.72
4.1744,9.68,-6.72
4.1745,9.68,-6.72
4.1746,9.6,-6.72
4.1747,9.6,-6.72
4.1748,9.68,-6.72
4.1749,9.6,-6.72
4.175,9.68,-6.72
4.1751,9.6,-6.72
4.1752,9.6,-6.72
4.1753,9.68,-6.72
4.1754,9.68,-6.72
4.1755,9.68,-6.72
4.1756,9.68,-6.72
4.1757,9.68,-6.72
4.1758,9.68,-6.72
4.1759,9.68,-6.72
4.176,9.68,-6.72
4.1761,9.6,-6.72
4.1762,9.68,-6.72
4.1763,9.68,-6.72
4.1764,9.68,-6.72
4.1765,9.68,-6.72
4.1766,9.68,-6.72
4.1767,9.76,-6.72
4.1768,9.68,-6.72
4.1769,9.68,-6.72
4.177,9.68,-6.72
4.1771,9.68,-6.72
4.1772,9.76,-6.72
4.1773,9.68,-6.72
4.1774,9.76,-6.72
4.1775,9.76,-6.72
4.1776,9.76,-6.72
4.1777,9.68,-6.72
4.1778,9.76,-6.72
4.1779,9.68,-6.72
4.178,9.76,-6.72
4.1781,9.76,-6.72
4.1782,9.76,-6.72
4.1783,9.76,-6.72
4.1784,9.76,-6.72
4.1785,9.76,-6.72
4.1786,9.76,-6.72
4.1787,9.76,-6.72
4.1788,9.76,-6.72
4.1789,9.76,-6.72
4.179,9.76,-6.72
4.1791,9.76,-6.72
4.1792,9.76,-6.72
4.1793,9.76,-6.72
4.1794,9.76,-6.72
4.1795,9.76,-6.72
4.1796,9.76,-6.72
4.1797,9.76,-6.72
4.1798,9.76,-6.72
4.1799,9.76,-6.72
4.18,9.76,-6.72
4.1801,9.76,-6.72
4.1802,9.76,-6.72
4.1803,9.76,-6.72
4.1804,9.76,-6.72
4.1805,9.76,-6.72
4.1806,9.76,-6.72
4.1807,9.76,-6.72
4.1808,9.76,-6.72
4.1809,9.84,-6.72
4.181,9.76,-6.72
4.1811,9.84,-6.72
4.1812,9.76,-6.72
4.1813,9.84,-6.72
4.1814,9.84,-6.72
4.1815,9.76,-6.72
4.1816,9.84,-6.72
4.1817,9.84,-6.72
4.1818,9.84,-6.72
4.1819,9.84,-6.72
4.182,9.84,-6.72
4.1821,9.84,-6.72
4.1822,9.84,-6.72
4.1823,9.76,-6.72
4.1824,9.84,-6.72
4.1825,9.76,-6.72
4.1826,9.84,-6.72
4.1827,9.84,-6.72
4.1828,9.84,-6.72
4.1829,9.84,-6.72
4.183,9.84,-6.72
4.1831,9.84,-6.72
4.1832,9.84,-6.72
4.1833,9.84,-6.72
4.1834,9.84,-6.72
4.1835,9.84,-6.72
4.1836,9.84,-6.72
4.1837,9.84,-6.72
4.1838,9.84,-6.72
4.1839,9.84,-6.72
4.184,9.84,-6.72
4.1841,9.92,-6.72
4.1842,9.92,-6.72
4.1843,9.84,-6.72
4.1844,9.92,-6.72
4.1845,9.84,-6.72
4.1846,9.84,-6.72
4.1847,9.92,-6.72
4.1848,9.92,-6.72
4.1849,9.84,-6.72
4.185,9.92,-6.72
4.1851,9.92,-6.72
4.1852,9.84,-6.72
4.1853,9.84,-6.72
4.1854,9.92,-6.72
4.1855,9.92,-6.72
4.1856,9.84,-6.72
4.1857,9.92,-6.72
4.1858,9.92,-6.72
4.1859,9.92,-6.72
4.186,9.92,-6.72
4.1861,9.92,-6.72
4.1862,9.92,-6.72
4.1863,9.92,-6.72
4.1864,9.92,-6.72
4.1865,9.92,-6.72
4.1866,9.92,-6.72
4.1867,9.92,-6.72
4.1868,9.92,-6.72
4.1869,9.92,-6.72
4.187,9.92,-6.72
4.1871,9.92,-6.72
4.1872,9.92,-6.72
4.1873,9.92,-6.72
4.1874,9.92,-6.72
4.1875,9.92,-6.72
4.1876,9.92,-6.72
4.1877,10,-6.72
4.1878,9.92,-6.72
4.1879,9.92,-6.72
4.188,9.92,-6.72
4.1881,9.92,-6.72
4.1882,9.92,-6.72
4.1883,9.92,-6.72
4.1884,10,-6.72
4.1885,9.92,-6.72
4.1886,9.92,-6.72
4.1887,9.92,-6.72
4.1888,10,-6.72
4.1889,9.92,-6.72
4.189,10,-6.72
4.1891,10,-6.72
4.1892,9.92,-6.72
4.1893,10,-6.72
4.1894,10,-6.72
4.1895,10,-6.72
4.1896,10,-6.72
4.1897,9.92,-6.72
4.1898,10,-6.72
4.1899,10,-6.72
4.19,9.92,-6.72
4.1901,10,-6.72
4.1902,10,-6.72
4.1903,10,-6.72
4.1904,10,-6.72
4.1905,10,-6.72
4.1906,10,-6.72
4.1907,10,-6.72
4.1908,10,-6.72
4.1909,10,-6.72
4.191,10.08,-6.72
4.1911,10,-6.72
4.1912,10,-6.72
4.1913,10.08,-6.72
4.1914,10,-6.72
4.1915,10,-6.72
4.1916,10.08,-6.72
4.1917,10,-6.72
4.1918,10,-6.72
4.1919,10.08,-6.72
4.192,10,-6.72
4.1921,10,-6.72
4.1922,10.08,-6.72
4.1923,10,-6.72
4.1924,10.08,-6.72
4.1925,10.08,-6.72
4.1926,10.08,-6.72
4.1927,10.08,-6.72
4.1928,10,-6.72
4.1929,10.08,-6.72
4.193,10,-6.72
4.1931,10,-6.72
4.1932,10.08,-6.72
4.1933,10.08,-6.72
4.1934,10,-6.72
4.1935,10.08,-6.72
4.1936,10.08,-6.72
4.1937,10.08,-6.72
4.1938,10.08,-6.72
4.1939,10.08,-6.72
4.194,10.08,-6.72
4.1941,10.08,-6.72
4.1942,10.08,-6.72
4.1943,10.08,-6.72
4.1944,10.08,-6.72
4.1945,10.08,-6.72
4.1946,10.08,-6.72
4.1947,10.08,-6.72
4.1948,10.08,-6.72
4.1949,10.08,-6.72
4.195,10.08,-6.72
4.1951,10.08,-6.72
4.1952,10.08,-6.72
4.1953,10.16,-6.72
4.1954,10.08,-6.72
4.1955,10.08,-6.72
4.1956,10.08,-6.72
4.1957,10.08,-6.72
4.1958,10.16,-6.72
4.1959,10.08,-6.72
4.196,10.08,-6.72
4.1961,10.16,-6.72
4.1962,10.08,-6.72
4.1963,10.16,-6.72
4.1964,10.16,-6.72
4.1965,10.08,-6.72
4.1966,10.16,-6.72
4.1967,10.16,-6.72
4.1968,10.16,-6.72
4.1969,10.16,-6.72
4.197,10.16,-6.72
4.1971,10.16,-6.72
4.1972,10.16,-6.72
4.1973,10.08,-6.72
4.1974,10.16,-6.72
4.1975,10.16,-6.72
4.1976,10.16,-6.72
4.1977,10.16,-6.72
4.1978,10.16,-6.72
4.1979,10.16,-6.72
4.198,10.16,-6.72
4.1981,10.16,-6.72
4.1982,10.16,-6.72
4.1983,10.16,-6.72
4.1984,10.16,-6.72
4.1985,10.16,-6.72
4.1986,10.16,-6.72
4.1987,10.24,-6.72
4.1988,10.16,-6.72
4.1989,10.24,-6.72
4.199,10.24,-6.72
4.1991,10.16,-6.72
4.1992,10.16,-6.72
4.1993,10.16,-6.72
4.1994,10.24,-6.72
4.1995,10.16,-6.72
4.1996,10.16,-6.72
4.1997,10.24,-6.72
4.1998,10.24,-6.72
4.1999,10.24,-6.72
4.2,10.24,-6.72
4.2001,10.24,-6.72
4.2002,10.24,-6.72
4.2003,10.24,-6.72
4.2004,10.24,-6.72
4.2005,10.24,-6.72
4.2006,10.24,-6.72
4.2007,10.24,-6.72
4.2008,10.24,-6.72
4.2009,10.24,-6.72
4.201,10.16,-6.72
4.2011,10.24,-6.72
4.2012,10.24,-6.72
4.2013,10.24,-6.72
4.2014,10.24,-6.72
4.2015,10.24,-6.72
4.2016,10.24,-6.72
4.2017,10.24,-6.72
4.2018,10.24,-6.72
4.2019,10.24,-6.72
4.202,10.24,-6.72
4.2021,10.32,-6.72
4.2022,10.24,-6.72
4.2023,10.24,-6.72
4.2024,10.24,-6.72
4.2025,10.24,-6.72
4.2026,10.32,-6.72
4.2027,10.24,-6.72
4.2028,10.24,-6.72
4.2029,10.24,-6.72
4.203,10.24,-6.72
4.2031,10.32,-6.72
4.2032,10.32,-6.72
4.2033,10.24,-6.72
4.2034,10.24,-6.72
4.2035,10.32,-6.72
4.2036,10.24,-6.72
4.2037,10.24,-6.72
4.2038,10.4,-6.72
4.2039,10.32,-6.72
4.204,10.32,-6.72
4.2041,10.24,-6.72
4.2042,10.32,-6.72
4.2043,10.32,-6.72
4.2044,10.32,-6.72
4.2045,10.32,-6.72
4.2046,10.32,-6.72
4.2047,10.32,-6.72
4.2048,10.32,-6.72
4.2049,10.32,-6.72
4.205,10.32,-6.72
4.2051,10.32,-6.72
4.2052,10.32,-6.72
4.2053,10.32,-6.72
4.2054,10.32,-6.72
4.2055,10.32,-6.72
4.2056,10.32,-6.72
4.2057,10.32,-6.72
4.2058,10.32,-6.72
4.2059,10.4,-6.72
4.206,10.32,-6.72
4.2061,10.32,-6.72
4.2062,10.32,-6.72
4.2063,10.4,-6.72
4.2064,10.32,-6.72
4.2065,10.32,-6.72
4.2066,10.32,-6.72
4.2067,10.32,-6.72
4.2068,10.4,-6.72
4.2069,10.4,-6.72
4.207,10.4,-6.72
4.2071,10.4,-6.72
4.2072,10.4,-6.72
4.2073,10.4,-6.72
4.2074,10.4,-6.72
4.2075,10.4,-6.72
4.2076,10.4,-6.72
4.2077,10.48,-6.72
4.2078,10.4,-6.72
4.2079,10.32,-6.72
4.208,10.4,-6.72
4.2081,10.4,-6.72
4.2082,10.4,-6.72
4.2083,10.4,-6.72
4.2084,10.4,-6.72
4.2085,10.4,-6.72
4.2086,10.4,-6.72
4.2087,10.4,-6.72
4.2088,10.4,-6.72
4.2089,10.4,-6.72
4.209,10.4,-6.72
4.2091,10.4,-6.72
4.2092,10.4,-6.72
4.2093,10.4,-6.72
4.2094,10.4,-6.72
4.2095,10.4,-6.72
4.2096,10.4,-6.72
4.2097,10.48,-6.72
4.2098,10.48,-6.72
4.2099,10.4,-6.72
4.21,10.48,-6.72
4.2101,10.4,-6.72
4.2102,10.4,-6.72
4.2103,10.48,-6.72
4.2104,10.4,-6.72
4.2105,10.48,-6.72
4.2106,10.4,-6.72
4.2107,10.48,-6.72
4.2108,10.48,-6.72
4.2109,10.48,-6.72
4.211,10.48,-6.72
4.2111,10.4,-6.72
4.2112,10.48,-6.72
4.2113,10.48,-6.72
4.2114,10.48,-6.72
4.2115,10.48,-6.72
4.2116,10.4,-6.72
4.2117,10.48,-6.72
4.2118,10.48,-6.72
4.2119,10.4,-6.72
4.212,10.48,-6.72
4.2121,10.48,-6.72
4.2122,10.48,-6.72
4.2123,10.48,-6.72
4.2124,10.48,-6.72
4.2125,10.48,-6.72
4.2126,10.56,-6.72
4.2127,10.48,-6.72
4.2128,10.48,-6.72
4.2129,10.56,-6.72
4.213,10.48,-6.72
4.2131,10.48,-6.72
4.2132,10.48,-6.72
4.2133,10.56,-6.72
4.2134,10.48,-6.72
4.2135,10.56,-6.72
4.2136,10.56,-6.72
4.2137,10.48,-6.72
4.2138,10.56,-6.72
4.2139,10.56,-6.72
4.214,10.56,-6.72
4.2141,10.48,-6.72
4.2142,10.56,-6.72
4.2143,10.56,-6.72
4.2144,10.56,-6.72
4.2145,10.56,-6.72
4.2146,10.56,-6.72
4.2147,10.48,-6.72
4.2148,10.56,-6.72
4.2149,10.56,-6.72
4.215,10.48,-6.72
4.2151,10.48,-6.72
4.2152,10.56,-6.72
4.2153,10.56,-6.72
4.2154,10.56,-6.72
4.2155,10.56,-6.72
4.2156,10.56,-6.72
4.2157,10.56,-6.72
4.2158,10.56,-6.72
4.2159,10.56,-6.72
4.216,10.56,-6.72
4.2161,10.56,-6.72
4.2162,10.56,-6.72
4.2163,10.64,-6.72
4.2164,10.56,-6.72
4.2165,10.56,-6.72
4.2166,10.56,-6.72
4.2167,10.56,-6.72
4.2168,10.56,-6.72
4.2169,10.56,-6.72
4.217,10.56,-6.72
4.2171,10.64,-6.72
4.2172,10.56,-6.72
4.2173,10.56,-6.72
4.2174,10.64,-6.72
4.2175,10.64,-6.72
4.2176,10.56,-6.72
4.2177,10.56,-6.72
4.2178,10.64,-6.72
4.2179,10.56,-6.72
4.218,10.64,-6.72
4.2181,10.64,-6.72
4.2182,10.56,-6.72
4.2183,10.64,-6.72
4.2184,10.56,-6.72
4.2185,10.56,-6.72
4.2186,10.64,-6.72
4.2187,10.64,-6.72
4.2188,10.64,-6.72
4.2189,10.56,-6.72
4.219,10.64,-6.72
4.2191,10.64,-6.72
4.2192,10.64,-6.72
4.2193,10.64,-6.72
4.2194,10.64,-6.72
4.2195,10.64,-6.72
4.2196,10.64,-6.72
4.2197,10.64,-6.72
4.2198,10.64,-6.72
4.2199,10.64,-6.72
4.22,10.64,-6.72
4.2201,10.64,-6.72
4.2202,10.64,-6.72
4.2203,10.64,-6.72
4.2204,10.64,-6.72
4.2205,10.64,-6.72
4.2206,10.72,-6.72
4.2207,10.72,-6.72
4.2208,10.64,-6.72
4.2209,10.64,-6.72
4.221,10.64,-6.72
4.2211,10.64,-6.72
4.2212,10.64,-6.72
4.2213,10.64,-6.72
4.2214,10.64,-6.72
4.2215,10.72,-6.72
4.2216,10.72,-6.72
4.2217,10.72,-6.72
4.2218,10.64,-6.72
4.2219,10.72,-6.72
4.222,10.64,-6.72
4.2221,10.72,-6.72
4.2222,10.72,-6.72
4.2223,10.72,-6.72
4.2224,10.72,-6.72
4.2225,10.72,-6.72
4.2226,10.72,-6.72
4.2227,10.72,-6.72
4.2228,10.72,-6.72
4.2229,10.72,-6.72
4.223,10.72,-6.72
4.2231,10.72,-6.72
4.2232,10.72,-6.72
4.2233,10.72,-6.72
4.2234,10.72,-6.72
4.2235,10.72,-6.72
4.2236,10.8,-6.72
4.2237,10.72,-6.72
4.2238,10.8,-6.72
4.2239,10.72,-6.72
4.224,10.8,-6.72
4.2241,10.72,-6.72
4.2242,10.72,-6.72
4.2243,10.8,-6.72
4.2244,10.72,-6.72
4.2245,10.72,-6.72
4.2246,10.8,-6.72
4.2247,10.72,-6.72
4.2248,10.8,-6.72
4.2249,10.72,-6.72
4.225,10.8,-6.72
4.2251,10.8,-6.72
4.2252,10.8,-6.72
4.2253,10.8,-6.72
4.2254,10.8,-6.72
4.2255,10.8,-6.72
4.2256,10.8,-6.72
4.2257,10.8,-6.72
4.2258,10.8,-6.72
4.2259,10.8,-6.72
4.226,10.8,-6.72
4.2261,10.72,-6.72
4.2262,10.8,-6.72
4.2263,10.8,-6.72
4.2264,10.8,-6.72
4.2265,10.88,-6.72
4.2266,10.8,-6.72
4.2267,10.8,-6.72
4.2268,10.8,-6.72
4.2269,10.8,-6.72
4.227,10.8,-6.72
4.2271,10.8,-6.72
4.2272,10.8,-6.72
4.2273,10.8,-6.72
4.2274,10.8,-6.72
4.2275,10.8,-6.72
4.2276,10.8,-6.72
4.2277,10.88,-6.72
4.2278,10.88,-6.72
4.2279,10.8,-6.72
4.228,10.88,-6.72
4.2281,10.8,-6.72
4.2282,10.8,-6.72
4.2283,10.8,-6.72
4.2284,10.88,-6.72
4.2285,10.88,-6.72
4.2286,10.88,-6.72
4.2287,10.8,-6.72
4.2288,10.88,-6.72
4.2289,10.88,-6.72
4.229,10.8,-6.72
4.2291,10.88,-6.72
4.2292,10.88,-6.72
4.2293,10.88,-6.72
4.2294,10.88,-6.72
4.2295,10.88,-6.72
4.2296,10.88,-6.72
4.2297,10.8,-6.72
4.2298,10.88,-6.72
4.2299,10.88,-6.72
4.23,10.88,-6.72
4.2301,10.88,-6.72
4.2302,10.88,-6.72
4.2303,10.88,-6.72
4.2304,10.88,-6.72
4.2305,10.88,-6.72
4.2306,10.88,-6.72
4.2307,10.88,-6.72
4.2308,10.88,-6.72
4.2309,10.88,-6.72
4.231,10.88,-6.72
4.2311,10.88,-6.72
4.2312,10.88,-6.72
4.2313,10.88,-6.72
4.2314,10.88,-6.72
4.2315,10.88,-6.72
4.2316,10.96,-6.72
4.2317,10.96,-6.72
4.2318,10.88,-6.72
4.2319,10.96,-6.72
4.232,10.88,-6.72
4.2321,10.88,-6.72
4.2322,10.88,-6.72
4.2323,10.88,-6.72
4.2324,10.96,-6.72
4.2325,10.88,-6.72
4.2326,10.96,-6.72
4.2327,10.88,-6.72
4.2328,10.88,-6.72
4.2329,10.96,-6.72
4.233,10.96,-6.72
4.2331,10.88,-6.72
4.2332,10.88,-6.72
4.2333,10.96,-6.72
4.2334,10.96,-6.72
4.2335,10.96,-6.72
4.2336,10.96,-6.72
4.2337,10.88,-6.72
4.2338,10.96,-6.72
4.2339,10.96,-6.72
4.234,10.96,-6.72
4.2341,10.96,-6.72
4.2342,10.96,-6.72
4.2343,10.96,-6.72
4.2344,10.96,-6.72
4.2345,10.96,-6.72
4.2346,10.88,-6.72
4.2347,10.96,-6.72
4.2348,11.04,-6.72
4.2349,11.04,-6.72
4.235,10.96,-6.72
4.2351,10.96,-6.72
4.2352,10.96,-6.72
4.2353,10.96,-6.72
4.2354,10.96,-6.72
4.2355,10.96,-6.72
4.2356,10.96,-6.72
4.2357,10.96,-6.72
4.2358,11.04,-6.72
4.2359,10.96,-6.72
4.236,10.96,-6.72
4.2361,11.04,-6.72
4.2362,10.96,-6.72
4.2363,11.04,-6.72
4.2364,11.04,-6.72
4.2365,11.04,-6.72
4.2366,11.04,-6.72
4.2367,11.04,-6.72
4.2368,10.96,-6.72
4.2369,10.96,-6.72
4.237,10.96,-6.72
4.2371,11.04,-6.72
4.2372,11.04,-6.72
4.2373,11.04,-6.72
4.2374,11.04,-6.72
4.2375,11.04,-6.72
4.2376,11.04,-6.72
4.2377,11.04,-6.72
4.2378,11.04,-6.72
4.2379,11.04,-6.72
4.238,11.04,-6.72
4.2381,11.04,-6.72
4.2382,11.04,-6.72
4.2383,11.04,-6.72
4.2384,11.04,-6.72
4.2385,11.12,-6.72
4.2386,11.04,-6.72
4.2387,11.04,-6.72
4.2388,11.04,-6.72
4.2389,11.04,-6.72
4.239,11.04,-6.72
4.2391,11.04,-6.72
4.2392,11.12,-6.72
4.2393,11.12,-6.72
4.2394,11.12,-6.72
4.2395,11.04,-6.72
4.2396,11.12,-6.72
4.2397,11.12,-6.72
4.2398,11.04,-6.72
4.2399,11.12,-6.72
4.24,11.12,-6.72
4.2401,11.04,-6.72
4.2402,11.12,-6.72
4.2403,11.12,-6.72
4.2404,11.04,-6.72
4.2405,11.04,-6.72
4.2406,11.12,-6.72
4.2407,11.12,-6.72
4.2408,11.12,-6.72
4.2409,11.12,-6.72
4.241,11.12,-6.72
4.2411,11.12,-6.72
4.2412,11.12,-6.72
4.2413,11.12,-6.72
4.2414,11.12,-6.72
4.2415,11.2,-6.72
4.2416,11.12,-6.72
4.2417,11.12,-6.72
4.2418,11.12,-6.72
4.2419,11.12,-6.72
4.242,11.12,-6.72
4.2421,11.12,-6.72
4.2422,11.12,-6.72
4.2423,11.12,-6.72
4.2424,11.2,-6.72
4.2425,11.12,-6.72
4.2426,11.12,-6.72
4.2427,11.12,-6.72
4.2428,11.2,-6.72
4.2429,11.2,-6.72
4.243,11.12,-6.72
4.2431,11.12,-6.72
4.2432,11.2,-6.72
4.2433,11.2,-6.72
4.2434,11.2,-6.72
4.2435,11.2,-6.72
4.2436,11.2,-6.72
4.2437,11.2,-6.72
4.2438,11.2,-6.72
4.2439,11.2,-6.72
4.244,11.2,-6.72
4.2441,11.12,-6.72
4.2442,11.2,-6.72
4.2443,11.2,-6.72
4.2444,11.2,-6.72
4.2445,11.2,-6.72
4.2446,11.2,-6.72
4.2447,11.2,-6.72
4.2448,11.2,-6.72
4.2449,11.2,-6.72
4.245,11.2,-6.72
4.2451,11.2,-6.72
4.2452,11.2,-6.72
4.2453,11.2,-6.72
4.2454,11.2,-6.72
4.2455,11.2,-6.72
4.2456,11.28,-6.72
4.2457,11.28,-6.72
4.2458,11.2,-6.72
4.2459,11.2,-6.72
4.246,11.2,-6.72
4.2461,11.28,-6.72
4.2462,11.2,-6.72
4.2463,11.2,-6.72
4.2464,11.2,-6.72
4.2465,11.2,-6.72
4.2466,11.2,-6.72
4.2467,11.2,-6.72
4.2468,11.2,-6.72
4.2469,11.28,-6.72
4.247,11.2,-6.72
4.2471,11.28,-6.72
4.2472,11.28,-6.72
4.2473,11.28,-6.72
4.2474,11.28,-6.72
4.2475,11.28,-6.72
4.2476,11.28,-6.72
4.2477,11.28,-6.72
4.2478,11.28,-6.72
4.2479,11.28,-6.72
4.248,11.28,-6.72
4.2481,11.2,-6.72
4.2482,11.28,-6.72
4.2483,11.28,-6.72
4.2484,11.28,-6.72
4.2485,11.28,-6.72
4.2486,11.28,-6.72
4.2487,11.28,-6.72
4.2488,11.28,-6.72
4.2489,11.28,-6.72
4.249,11.28,-6.72
4.2491,11.28,-6.72
4.2492,11.28,-6.72
4.2493,11.28,-6.72
4.2494,11.28,-6.72
4.2495,11.28,-6.72
4.2496,11.28,-6.72
4.2497,11.28,-6.72
4.2498,11.28,-6.72
4.2499,11.28,-6.72
4.25,11.28,-6.72
4.2501,11.28,-6.72
4.2502,11.28,-6.72
4.2503,11.36,-6.72
4.2504,11.28,-6.72
4.2505,11.28,-6.72
4.2506,11.28,-6.72
4.2507,11.28,-6.72
4.2508,11.28,-6.72
4.2509,11.36,-6.72
4.251,11.36,-6.72
4.2511,11.36,-6.72
4.2512,11.36,-6.72
4.2513,11.44,-6.72
4.2514,11.36,-6.72
4.2515,11.36,-6.72
4.2516,11.36,-6.72
4.2517,11.36,-6.72
4.2518,11.36,-6.72
4.2519,11.36,-6.72
4.252,11.36,-6.72
4.2521,11.36,-6.72
4.2522,11.36,-6.72
4.2523,11.36,-6.72
4.2524,11.36,-6.72
4.2525,11.36,-6.72
4.2526,11.36,-6.72
4.2527,11.36,-6.72
4.2528,11.36,-6.72
4.2529,11.36,-6.72
4.253,11.36,-6.72
4.2531,11.36,-6.72
4.2532,11.44,-6.72
4.2533,11.44,-6.72
4.2534,11.44,-6.72
4.2535,11.44,-6.72
4.2536,11.44,-6.72
4.2537,11.36,-6.72
4.2538,11.36,-6.72
4.2539,11.44,-6.72
4.254,11.44,-6.72
4.2541,11.44,-6.72
4.2542,11.44,-6.72
4.2543,11.36,-6.72
4.2544,11.36,-6.72
4.2545,11.44,-6.72
4.2546,11.44,-6.72
4.2547,11.44,-6.72
4.2548,11.36,-6.72
4.2549,11.44,-6.72
4.255,11.44,-6.72
4.2551,11.44,-6.72
4.2552,11.44,-6.72
4.2553,11.44,-6.72
4.2554,11.44,-6.72
4.2555,11.44,-6.72
4.2556,11.44,-6.72
4.2557,11.44,-6.72
4.2558,11.44,-6.72
4.2559,11.44,-6.72
4.256,11.44,-6.72
4.2561,11.44,-6.72
4.2562,11.52,-6.72
4.2563,11.44,-6.72
4.2564,11.44,-6.72
4.2565,11.52,-6.72
4.2566,11.44,-6.72
4.2567,11.44,-6.72
4.2568,11.44,-6.72
